Timestamp,Pais,Código de participante,Ud es:,1. Entregaría recomendaciones de higiene oral a pacientes adultos,3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?,4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?,6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?,7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?,"8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?",9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?,"10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?",13. La higiene oral juega un rol causal en muchas enfermedades orales.,14. La persona promedio de mi país tiene buena salud oral.,15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral.,16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos.,17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes.,18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes.,"19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo.",20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos.,21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico.,22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.
8/13/2014 4:03:56,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,pequeño,3 meses,recomendaría,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,,,De acuerdo,De acuerdo,De acuerdo,,De acuerdo
8/13/2014 4:52:40,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
8/13/2014 5:49:09,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,no recomendaría,pequeño,no recomendaría,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
8/13/2014 8:51:18,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,Si,Si,manual,medio,1-3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo
8/13/2014 9:56:02,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,10 minutos o más,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/14/2014 2:02:45,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,1-3 meses,no recomendaría,Si,no recomendaría,no recomendaría,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo
8/14/2014 3:54:20,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,manual,pequeño,3-6 meses,cepillado rotacional,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
8/14/2014 6:21:15,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
8/14/2014 13:35:16,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
8/14/2014 16:42:09,Letonia,,Dentista,cuando usted sienta que es necesario,Si,10 minutos o más,No,Si,manual,medio,3-6 meses,cepillado rotacional,Si,"mas que tamaño arveja, menos que 1/2 cabeza",hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/15/2014 9:37:39,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,10 minutos o más,No,No,manual,medio,3 meses,Stillman modificada (sin saber nombre),No,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/18/2014 9:31:32,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/18/2014 14:34:45,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,Si,Si,eléctrico,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
8/18/2014 14:59:01,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/18/2014 16:13:00,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo
8/18/2014 16:38:16,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,1-3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
8/18/2014 23:51:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,no recomendaría,no recomendaría,3-6 meses,no recomendaría,Si,1/2 cabeza del cepillo,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
8/19/2014 1:17:48,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,no recomendaría,no recomendaría,3-6 meses,clasico,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/19/2014 1:50:53,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3-6 meses,Vertical,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/19/2014 1:52:15,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,no recomendaría,medio,3 meses,cepillado rotacional,Si,tamaño arveja ,ambos,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/19/2014 2:14:01,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,manual,medio,3-6 meses,no recomendaría,Si,no recomendaría,cepillos interdentales,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/19/2014 2:19:47,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,manual,pequeño,3 meses,recomendaría,Si,"mas que tamaño arveja, menos que 1/2 cabeza",Irrigator,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/19/2014 4:11:30,Letonia,,Dentista,cuando usted sienta que es necesario,No,8 minutos,No,Si,no recomendaría,pequeño,3 meses,clasico,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/19/2014 5:30:43,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
8/19/2014 6:22:22,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/19/2014 6:35:40,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,manual,medio,no recomendaría,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/19/2014 6:39:38,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/19/2014 6:40:42,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,no recomendaría,3-6 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/19/2014 7:37:58,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,8 minutos,Si,Si,eléctrico,pequeño,3 meses,recomendaría,Si,tamaño arveja ,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/19/2014 8:36:57,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,No,Si,no recomendaría,pequeño,3-6 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo
8/19/2014 8:59:16,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3-6 meses,no recomendaría,Si,no recomendaría,ambos,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
8/19/2014 9:36:13,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,,manual,no recomendaría,no recomendaría,cepillado rotacional,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/19/2014 11:15:51,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,eléctrico,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/19/2014 13:13:53,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,medio,3-6 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/19/2014 14:13:00,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,Si,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/19/2014 14:17:29,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,Si,Si,eléctrico,pequeño,1-3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo
8/19/2014 15:50:23,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,8 minutos,No,Si,no recomendaría,no recomendaría,1-3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
8/19/2014 16:43:03,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,no recomendaría,no recomendaría,1-3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/20/2014 5:47:13,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,eléctrico,pequeño,1-3 meses,recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/20/2014 8:42:36,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,Si,Si,manual,medio,1-3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
8/20/2014 9:20:15,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,no recomendaría,cuando las cerdas estén abiertas,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/20/2014 14:46:35,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,Si,Si,manual,medio,3 meses,clasico,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/21/2014 0:03:31,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,8 minutos,Si,Si,eléctrico,pequeño,3-6 meses,Stillman modificada (sin saber nombre),Si,"mas que tamaño arveja, menos que 1/2 cabeza",Irrigator,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,,En desacuerdo,Muy de acuerdo
8/21/2014 2:17:04,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
8/21/2014 5:01:13,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,no recomendaría,cepillado rotacional,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo
8/21/2014 7:22:15,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,no recomendaría,pequeño,1-3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/21/2014 7:27:16,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/21/2014 23:08:02,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,No,manual,medio,no recomendaría,recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/22/2014 9:28:31,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,no recomendaría,no recomendaría,3-6 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,,Muy de acuerdo
8/24/2014 12:10:55,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/24/2014 13:52:48,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,1-2 minutos,,Si,eléctrico,pequeño,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/25/2014 13:32:47,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,no recomendaría,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/26/2014 9:05:59,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
8/26/2014 15:19:23,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,3-6 meses,recomendaría,Si,no recomendaría,ambos,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
8/27/2014 2:32:59,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,No,Si,manual,no recomendaría,1-3 meses,no recomendaría,Si,no recomendaría,cepillos interdentales,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
8/29/2014 3:52:11,Letonia,,Dentista,cuando usted sienta que es necesario,Si,1-2 minutos,Si,Si,eléctrico,medio,3-6 meses,no recomendaría,Si,"muy poco, poco",cepillos interdentales,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
8/29/2014 11:29:39,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,clasico,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo
09/04/14 06:52,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo
09/07/14 07:50,Letonia,,Estudiante,cuando usted sienta que es necesario,No,1-2 minutos,No,Si,no recomendaría,no recomendaría,no recomendaría,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
09/07/14 07:54,Letonia,,Estudiante,cuando usted sienta que es necesario,Si,5 minutos,Si,Si,manual,medio,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
09/07/14 07:56,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,Si,Si,no recomendaría,medio,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo
09/07/14 08:04,Letonia,,Estudiante,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,no recomendaría,no recomendaría,Stillman modificada (sin saber nombre),Si,no recomendaría,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
09/07/14 08:07,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,no recomendaría,no recomendaría,1-3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
09/07/14 08:11,Letonia,,Estudiante,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,medio,1-3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
09/07/14 08:14,Letonia,,Estudiante,en respuesta a una solicitud hecha para un consejo de higiene oral,No,8 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
09/07/14 08:17,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,no recomendaría,medio,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
09/07/14 08:21,Letonia,,Estudiante,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,No,Si,manual,pequeño,1-3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
