"N","Timestamp","Pais","Código de participante","Ud es:","1. Entregaría recomendaciones de higiene oral a pacientes adultos","2. Entregaría recomendaciones de higiene oral a pacientes adultos","3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?","4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?","5. ¿Cómo entregaría sus consejos en higiene oral?","6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?","7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?","8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.d) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cepillar diariamente?","8.e) Cuando recomienda el cepillado dental, ¿cuánto tiempo recomendaría usted para cepillar?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?","9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?","10.a) Cuando recomienda pasta dental, ¿recomendaría usted un tipo de pasta dental?","10.b) Cuando recomienda pasta dental, ¿cual concentración de pasta dental recomendaría?","10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","10.d) Cuando recomienda pasta dental, ¿que tipo de enjuage recomendaría?","11. ¿Recomendaría limpieza interdental a todos los pacientes adultos?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?","12.b) Cuando recomienda la limpieza interdental, ¿cada cuanto recomienda utilizarlo?","12.c) Cuando recomienda la limpieza interdental, ¿demostraría una técnica ?","Año de egreso de pregrado:","gadi kops beigsanas","Año egreso higienistas","Curso actual","Curso higienistas"," 13. La higiene oral juega un rol causal en muchas enfermedades orales."," 14. La persona promedio de mi país tiene buena salud oral."," 15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral."," 16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos."," 17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes."," 18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes."," 19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo."," 20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos."," 21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico."," 22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.","23. En promedio, ¿cuantas clases, prácticos, conferencias, seminarios o tutorías ha tenido en consejos de higiene oral para los pacientes?","24. ¿Siente que ha tenido suficiente formación en este aspecto de la atención al paciente y la prevención de enfermedades?","25. En su opinión ¿qué formación adicional siente que es necesaria?","26. ¿Se siente seguro/a en la actualidad entregando recomendaciones de higiene oral a pacientes adultos?","27. ¿ Se siente seguro/a en la actualidad de ser capaz de modificar la higiene oral aconsejando a una persona?","28. Si su respuesta es “No” a las preguntas 26. y 27  ¿por qué?","Comentarios de respondente"
1,"8/19/2014 2:19:47","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","1-2 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","3 meses",2,2,"recomendaría","Si","con fluor","no recomendaría","mas que tamaño arveja, menos que 1/2 cabeza","parcialmente","Si","Irrigator","Al menos 1 vez al día","Si",1988,26,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","5-9","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"8/19/2014 4:11:30","Letonia",,"Dentista","cuando usted sienta que es necesario","en la primera cita del plan de tratamiento","No","8 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","pequeño","3 meses",2,3,"clasico","Si","con fluor","1000-1500","tamaño arveja ","no recomendaría","Si","ambos","1 vez al día","Si",2002,12,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas","Si","Si",,
1,"8/19/2014 5:30:43","Letonia",,"Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","Si","Si","no recomendaría","no recomendaría","3 meses",2,"no recomendaría","no recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","parcialmente","Si","hilo dental","1 vez al día","Si",,,,5,,"De acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","10-19","Si","Demostraciones prácticas, Experiencia con pacientes propios","Si","Si",,"Domāju, ka pašlaik RSU kursā tiek sniegts optimāls daudzums informācijas par profilaksi kā tādu."
1,"8/19/2014 6:22:22","Letonia",,"Dentista","cuando usted sienta que es necesario","en la primera cita del plan de tratamiento","No","5 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","pequeño","3 meses",2,3,"Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","Si",2009,5,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","5-9","No","Clases teóricas, Demostraciones prácticas","Si","Si",,
1,"8/19/2014 6:35:40","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","1-2 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","no recomendaría",2,"3-5","Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","no recomendaría","parcialmente","Si","hilo dental","2 veces al día","No",1997,17,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","0-4","No","Clases teóricas","No","No","Falta de conocimiento",
1,"8/19/2014 6:39:38","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","5 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","no recomendaría","pequeño","3 meses",2,3,"Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","tamaño arveja ","parcialmente","Si","ambos","1 vez al día","Si",2000,14,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","0-4","No","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","No","Falta de enseñanza",
1,"8/19/2014 6:40:42","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","5 minutos","Demostraciones","No","Si","manual","no recomendaría","3-6 meses",2,"5 - 10","no recomendaría","Si","con fluor","no recomendaría","no recomendaría","parcialmente","Si","hilo dental","no recomendaría","No",1982,32,,,,"Muy de acuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","Si","Observando a expertos entregando consejos a pacientes reales","No","No","Falta de conocimiento",
1,"8/19/2014 7:37:58","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","No","8 minutos","Demostraciones","Si","Si","eléctrico","pequeño","3 meses",2,"3-5","recomendaría","Si","con fluor","1000-1500","tamaño arveja ","parcialmente","Si","Hilo o celillos interdentales – depende de situacion","2 veces al día","Si",2005,9,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","0-4","Si","Experiencia con pacientes propios","Si","Si",,
1,"8/19/2014 8:36:57","Letonia",,"Dentista","en respuesta a una solicitud hecha para un consejo de higiene oral","en la primera y última cita del plan de tratamiento","No","5 minutos","Demostraciones","No","Si","no recomendaría","pequeño","3-6 meses",2,3,"no recomendaría","Si","con fluor","no recomendaría","no recomendaría","parcialmente","Si","ambos","no recomendaría","Si",1984,30,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","De acuerdo","0-4","No","Clases teóricas","Si","Si",,"Sabiedrība jāaudzina ne tikai zobārsta kabinetā, bet arī jebkura veida masu saziņas līdzekļos ir jārunā par mutes dobuma higienas nozīmi un svarīgumu."
1,"8/19/2014 8:59:16","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","Si","Si","manual","pequeño","3-6 meses",2,"2-3","no recomendaría","Si","con fluor","no recomendaría","no recomendaría","parcialmente","Si","ambos","Al menos 1 vez al día","Si",1979,35,,,,"Muy en desacuerdo","En desacuerdo","Muy en desacuerdo","En desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","5-9","Si","Demostraciones prácticas","Si","Si",,
1,"8/19/2014 9:36:13","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","1-2 minutos","Comunicación verbal, Demostraciones","No",,"manual","no recomendaría","no recomendaría",2,2,"cepillado rotacional","Si","con fluor","no recomendaría","no recomendaría","enjuagar la pasta de dientes con agua","Si","ambos","no recomendaría","Si",1986,28,,,,"Muy de acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","0-4","No","Clases teóricas","Si","Si",,
1,"8/19/2014 11:15:51","Letonia",,"Dentista","cuando usted sienta que es necesario","en la primera y última cita del plan de tratamiento","No","5 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","eléctrico","pequeño","3 meses",2,3,"no recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","parcialmente","Si","ambos","1 vez al día","Si",1986,28,,,,"Muy de acuerdo","De acuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"8/19/2014 13:13:53","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","medio","3-6 meses",2,3,"Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","tamaño arveja ","no recomendaría","Si","ambos","1 vez al día","Si",1997,17,,,,"De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","20 y más","Si","Clases teóricas, Demostraciones prácticas","Si","Si",,"Gribeetu uzzinaat vairaak par zinaatniskiem  peetiijumiem shajaa jomaa, jo ir sajuuta, ka mutes higeena tomeer nav noteicoshais faktors kaapeec cilveekiem bojaajas zobi..Kaapeec zobu pastu razhotaajiem nav obligaati jaanoraada RDA , abrazivitaates index uz zobu pastu tuubinjaam? Kaa citaadi pacients to var zinaat?"
1,"8/19/2014 14:13:00","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera cita del plan de tratamiento","No","5 minutos","Comunicación verbal","Si","Si","no recomendaría","no recomendaría","3 meses",2,3,"Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","no recomendaría","parcialmente","Si","hilo dental","2 veces al día","Si",2006,8,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","5-9","Si","Clases teóricas","Si","Si",,
1,"8/19/2014 14:17:29","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera cita del plan de tratamiento","No","1-2 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","Si","Si","eléctrico","pequeño","1-3 meses",2,2,"no recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","parcialmente","No","ambos","después de cada comida","Si",1993,21,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","0-4","No","Clases teóricas, Demostraciones prácticas","Si","Si",,
1,"8/19/2014 15:50:23","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","No","8 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","no recomendaría","1-3 meses",2,2,"Stillman modificada (sin saber nombre)","Si","con fluor","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","Si",2012,2,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","20 y más","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"8/19/2014 16:43:03","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","5 minutos","Comunicación verbal","Si","Si","no recomendaría","no recomendaría","1-3 meses",2,"no recomendaría","no recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","no recomendaría","No","hilo dental","no recomendaría","No",2011,3,,,,"De acuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","5-9","No","Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","No","Falta de experiencia",
1,"8/20/2014 5:47:13","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","No","1-2 minutos","Comunicación verbal","No","Si","eléctrico","pequeño","1-3 meses",2,2,"recomendaría","Si","con fluor","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",2012,2,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","5-9","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,"Parasti rekomendācijas  par mutes dobuma kopšanu laika un atsaucības trūkuma dēļ nesniedzu akūtajiem pacientiem, kas pie zobārsta ierodas tikai tad, kad vairs nevar izturēt sāpes, vēlas vienīgi ekstrahēt sāpošo zobu un acīmredzami vispār nekopj savu mutes dobumu."
1,"8/20/2014 8:42:36","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","8 minutos","Comunicación verbal, Instrucciones escritas","Si","Si","manual","medio","1-3 meses",2,"3-5","no recomendaría","Si","con fluor","1000-1500","no recomendaría","parcialmente","No","ambos","2 veces al día","Si",1993,21,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","10-19","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"8/20/2014 9:20:15","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","no recomendaría","no recomendaría","cuando las cerdas estén abiertas",2,"no recomendaría","Stillman modificada (sin saber nombre)","Si","con fluor","1000-1500","no recomendaría","no recomendaría","Si","ambos","2-3 veces a la semana","Si",2003,11,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo",,"Si","Clases teóricas, Experiencia con pacientes propios","Si","No","Falta de experiencia","Katra situácija strádájot ar pacientu ir 'loti individuála,tápéc uz da'ziem jautájumiem atbildes nav precízas."
1,"8/20/2014 14:46:35","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera cita del plan de tratamiento","Si","8 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","Si","Si","manual","medio","3 meses",2,3,"clasico","Si","con fluor","0,32-0,33","tamaño arveja ","enjuagar la pasta de dientes con agua","Si","ambos","3 veces al día","Si",1987,27,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","10-19","Si","Clases teóricas, Demostraciones prácticas","Si","Si",,
1,"8/21/2014 0:03:31","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","No","8 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","Si","Si","eléctrico","pequeño","3-6 meses",3,"5 - 10","Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","mas que tamaño arveja, menos que 1/2 cabeza","no recomendaría","Si","Irrigator","Al menos 1 vez al día","Si",1989,25,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo",,"En desacuerdo","Muy de acuerdo","10-19","Si","Demostraciones prácticas","Si","Si",,
1,"8/21/2014 2:17:04","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","3 meses",2,2,"recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","enjuagar la pasta de dientes con agua",,"ambos","1 vez al día","Si",1994,20,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","Muy de acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","20 y más","No","Experiencia con pacientes propios","Si","Si",,
1,"8/21/2014 5:01:13","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal","No","Si","manual","pequeño","no recomendaría",2,"no recomendaría","cepillado rotacional","Si","con fluor","no recomendaría","no recomendaría","no recomendaría","No","hilo dental","1 vez al día","Si",2014,0,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","5-9","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"8/21/2014 7:22:15","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera cita del plan de tratamiento","No","5 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","pequeño","1-3 meses","después de cada comida","2-3","Stillman modificada (sin saber nombre)","Si","con fluor",5000,"tamaño arveja ","enjuagar la pasta de dientes con agua","Si","ambos","1 vez al día","Si",1996,18,,,,"De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","10-19","Si","Clases teóricas, Demostraciones prácticas, Experiencia con pacientes propios","Si","Si",,
1,"8/21/2014 7:27:16","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","5 minutos","Comunicación verbal","No","Si","manual","no recomendaría","3 meses",2,"5 - 10","no recomendaría","Si","no recomendaría","no recomendaría","no recomendaría","enjuagar la pasta de dientes con agua","Si","hilo dental","1 vez al día","No",1975,39,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","5-9","Si","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"8/21/2014 23:08:02","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","1-2 minutos","Comunicación verbal","Si","No","manual","medio","no recomendaría",2,"2-3","recomendaría","Si","con fluor","no recomendaría","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","No","hilo dental","1 vez al día","Si",1970,44,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","0-4","No","Demostraciones prácticas","No","No","Nunca puedes estar seguro de nada",
1,"8/22/2014 9:28:31","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","No","5 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","no recomendaría","no recomendaría","3-6 meses",2,"2-3","Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","no recomendaría","parcialmente","No","hilo dental","Al menos 1 vez al día","No",1999,15,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo",,"Muy de acuerdo","10-19","Si","Clases teóricas","Si","Si",,
1,"8/24/2014 12:10:55","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","pequeño","3 meses",2,2,"Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","Si",1993,21,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","5-9","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
